0,014997720718383789 U
0,01952672004699707 U
0,015010356903076172 U
0,013990402221679688 U
0,042001962661743164 
8,818839073181152 U
0,5779118537902832 N
0,3169991970062256 N
0,28298211097717285 N
0,29129910469055176 N
0,2890019416809082 N
0,2879831790924072 N
0,3038060665130615 N
0,3339850902557373 N
0,001995563507080078 
1,327235460281372 U
0,3244006633758545 N
0,29399871826171875 N
0,06599807739257812 N
0,06500101089477539 N
0,27802014350891113 N
0,06202054023742676 N
0,2859959602355957 N
0,2929978370666504 N
0,28000974655151367 N
0,28605055809020996 N
0,6119828224182129 M
0,24399518966674805 M
0,2480030059814453 M
0,2469954490661621 M
0,2319808006286621 M
0,2739987373352051 N
0,2960360050201416 N
0,2765200138092041 N
0,2860088348388672 N
0,28098607063293457 N
0,6100013256072998 M
0,2325129508972168 M
0,24124526977539062 M
0,23199796676635742 M
0,2760014533996582 N
0,2819991111755371 N
0,2814779281616211 N
0,29102039337158203 N
0,5531771183013916 M
0,20998072624206543 M
0,21497178077697754 M
0,21099042892456055 M
0,20899295806884766 M
0,27698755264282227 N
0,3009939193725586 N
0,29399609565734863 N
0,001003265380859375 
